km,potencia,volante_regulable,aire_acondicionado,camara_trasera,asientos_traseros_plegables,elevalunas_electrico,bluetooth,gps,alerta_lim_velocidad,precio,tiemo_venta,year_registro,mes_registro,year_venta,mes_venta,precio_log10,tipo_gasolina_diesel,tipo_gasolina_electro,tipo_gasolina_hybrid_petrol,tipo_gasolina_petrol,color_beige,color_black,color_blue,color_brown,color_green,color_grey,color_orange,color_red,color_silver,color_white,tipo_coche_convertible,tipo_coche_coupe,tipo_coche_estate,tipo_coche_hatchback,tipo_coche_sedan,tipo_coche_subcompact,tipo_coche_suv,tipo_coche_van,modelo_agrupado_M1,modelo_agrupado_M2,modelo_agrupado_M3,modelo_agrupado_M4,modelo_agrupado_M5,modelo_agrupado_M6,modelo_agrupado_M7,modelo_agrupado_Otros,modelo_agrupado_XSERIES
110891.0,125.0,True,True,True,False,True,False,True,False,9900.0,102,2009,12,2018,5,3.99563519459755,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
95208.0,135.0,False,True,False,False,False,False,False,True,6000.0,55,2013,10,2018,5,3.7781512503836434,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
126978.0,100.0,True,True,True,False,False,False,True,True,11200.0,62,2013,3,2018,5,4.049218022670182,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
148943.0,100.0,True,True,True,False,True,False,True,True,17300.0,54,2013,11,2018,5,4.238046103128795,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
137075.0,100.0,True,False,True,False,False,False,True,False,11800.0,64,2013,1,2018,5,4.071882007306125,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
187314.0,122.0,True,True,False,False,True,False,True,True,12500.0,53,2013,12,2018,5,4.096910013008056,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
191742.0,105.0,True,True,False,False,True,False,True,True,16700.0,48,2014,5,2018,5,4.222716471147583,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
162142.0,100.0,True,True,False,False,False,False,True,False,9800.0,64,2013,1,2018,5,3.9912260756924947,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
34643.0,120.0,True,True,False,False,True,False,True,True,22800.0,36,2015,5,2018,5,4.357934847000454,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
195543.0,105.0,False,False,False,False,False,False,True,True,9500.0,46,2014,7,2018,5,3.9777236052888476,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
104176.0,135.0,True,True,True,False,True,False,True,True,18100.0,73,2012,5,2018,5,4.2576785748691846,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
230365.0,145.0,True,True,True,False,True,True,True,True,7300.0,98,2010,4,2018,5,3.863322860120456,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
129339.0,135.0,False,True,False,False,False,True,True,True,12600.0,66,2012,11,2018,5,4.1003705451175625,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
164468.0,120.0,True,True,False,False,False,False,True,False,10600.0,60,2013,5,2018,5,4.02530586526477,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
153721.0,100.0,True,True,False,False,False,False,True,True,14800.0,54,2013,11,2018,5,4.1702617153949575,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
199826.0,85.0,False,False,False,False,False,False,True,False,6700.0,65,2013,3,2018,8,3.8260748027008264,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
101223.0,120.0,True,False,False,False,True,False,True,False,12500.0,56,2013,9,2018,5,4.096910013008056,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
188531.0,120.0,False,True,True,False,False,False,True,False,4000.0,153,2005,10,2018,5,3.6020599913279625,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
111959.0,135.0,False,True,False,False,True,False,True,False,8600.0,63,2013,2,2018,5,3.934498451243568,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
160151.0,190.0,False,True,False,False,True,True,True,True,22500.0,48,2014,5,2018,5,4.352182518111363,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
88517.0,100.0,True,True,False,False,False,False,True,False,12500.0,61,2013,5,2018,6,4.096910013008056,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
159788.0,135.0,False,True,False,False,True,False,True,True,16400.0,53,2013,12,2018,5,4.214843848047698,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
169335.0,122.0,True,True,False,False,True,False,True,True,12500.0,61,2013,4,2018,5,4.096910013008056,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
189614.0,160.0,False,True,False,True,False,False,True,True,20100.0,52,2014,1,2018,5,4.303196057420489,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
172414.0,120.0,True,True,False,False,False,False,True,True,15400.0,63,2013,2,2018,5,4.187520720836463,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
147699.0,190.0,True,True,False,True,True,True,True,True,24900.0,55,2013,10,2018,5,4.396199347095736,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
245654.0,130.0,True,True,False,False,True,False,True,True,6800.0,143,2006,8,2018,5,3.832508912706236,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
119454.0,135.0,False,False,False,False,False,False,False,True,14900.0,48,2014,5,2018,5,4.173186268412274,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
151787.0,105.0,False,False,False,False,False,False,True,True,8300.0,87,2011,3,2018,5,3.9190780923760737,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
66877.0,135.0,True,False,True,True,False,True,True,True,19800.0,52,2014,3,2018,7,4.296665190261531,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
144612.0,120.0,True,True,True,False,True,False,True,True,15200.0,64,2013,1,2018,5,4.181843587944773,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
143447.0,135.0,True,True,False,False,True,True,True,True,17800.0,76,2012,2,2018,5,4.250420002308894,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
94753.0,85.0,False,True,False,False,False,False,True,False,11200.0,60,2013,8,2018,8,4.049218022670182,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
123173.0,190.0,True,True,True,False,True,True,True,True,22500.0,51,2014,2,2018,5,4.352182518111363,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
222299.0,135.0,True,True,False,False,True,False,True,True,11400.0,69,2012,8,2018,5,4.056904851336473,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
162048.0,85.0,True,False,False,False,True,True,True,False,3200.0,181,2003,6,2018,5,3.505149978319906,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
157035.0,120.0,True,True,False,False,False,False,True,True,13300.0,38,2015,3,2018,5,4.123851640967086,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
107751.0,190.0,True,True,True,True,True,False,True,True,28600.0,48,2014,5,2018,5,4.456366033129043,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
164110.0,120.0,True,True,False,False,True,False,True,True,12300.0,48,2014,5,2018,5,4.089905111439398,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
20353.0,140.0,True,True,False,False,True,False,True,True,16900.0,16,2017,1,2018,5,4.227886704613674,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
66929.0,120.0,True,True,False,False,True,False,True,False,13800.0,58,2013,7,2018,5,4.139879086401237,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
138988.0,230.0,False,True,False,True,True,False,True,True,27700.0,54,2013,11,2018,5,4.442479769064448,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
203770.0,190.0,True,True,True,True,True,False,True,True,17400.0,58,2013,7,2018,5,4.2405492482825995,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
148128.0,135.0,True,True,False,True,True,False,True,True,19500.0,58,2013,7,2018,5,4.290034611362518,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
182793.0,135.0,False,True,False,False,False,False,True,False,5700.0,85,2011,5,2018,5,3.7558748556724915,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
125372.0,105.0,False,True,False,False,False,False,True,True,13400.0,50,2014,3,2018,5,4.127104798364807,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
162199.0,130.0,True,True,True,False,True,False,True,False,4500.0,115,2008,11,2018,5,3.6532125137753435,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
256774.0,230.0,True,True,True,True,True,True,True,True,18900.0,77,2012,1,2018,5,4.276461804173244,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
33631.0,190.0,False,False,False,False,False,False,False,True,24200.0,48,2014,5,2018,5,4.383815365980431,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
49871.0,190.0,True,False,False,False,True,False,True,True,30000.0,32,2015,9,2018,5,4.477121254719663,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
190289.0,105.0,True,True,False,False,True,False,True,True,11300.0,48,2014,5,2018,5,4.05307844348342,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
106417.0,100.0,True,False,False,False,False,False,True,False,12400.0,57,2013,8,2018,5,4.093421685162235,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
189921.0,100.0,True,True,False,False,False,False,True,False,10100.0,57,2013,8,2018,5,4.004321373782642,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
99113.0,120.0,True,True,False,False,True,True,True,True,14000.0,59,2013,6,2018,5,4.146128035678238,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
193105.0,105.0,False,True,False,False,True,False,True,True,11100.0,44,2014,9,2018,5,4.045322978786658,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
130684.0,135.0,True,True,False,False,False,False,True,True,14100.0,75,2012,3,2018,5,4.14921911265538,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
96981.0,100.0,True,True,False,False,False,False,True,False,8400.0,109,2009,5,2018,5,3.9242792860618816,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
196890.0,135.0,True,True,False,False,True,False,True,True,15100.0,92,2010,10,2018,5,4.17897694729317,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
118160.0,100.0,True,False,False,False,False,False,True,False,8000.0,100,2010,2,2018,5,3.9030899869919438,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
169470.0,135.0,False,True,False,False,False,False,True,True,8300.0,53,2013,12,2018,5,3.9190780923760737,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
271229.0,100.0,True,True,False,False,True,False,True,False,7300.0,97,2010,5,2018,5,3.863322860120456,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
158308.0,190.0,True,True,False,True,True,True,True,True,23300.0,52,2014,1,2018,5,4.367355921026019,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
186459.0,85.0,False,False,False,False,False,False,True,False,10700.0,54,2013,11,2018,5,4.02938377768521,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
110966.0,160.0,True,True,False,False,False,False,False,True,15100.0,59,2013,6,2018,5,4.17897694729317,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
131899.0,85.0,False,True,False,False,False,False,True,False,9500.0,54,2013,11,2018,5,3.9777236052888476,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
151115.0,135.0,True,True,True,False,False,False,True,True,15400.0,61,2013,4,2018,5,4.187520720836463,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
157363.0,100.0,False,True,False,False,False,True,True,False,12500.0,56,2013,9,2018,5,4.096910013008056,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
134983.0,130.0,False,False,True,False,True,False,True,False,8300.0,108,2009,6,2018,5,3.9190780923760737,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
114589.0,135.0,True,True,True,False,True,True,True,True,17100.0,64,2013,1,2018,5,4.232996110392154,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
175756.0,120.0,True,True,False,False,True,False,True,True,15700.0,46,2014,7,2018,5,4.195899652409234,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
205478.0,155.0,False,True,False,False,True,False,True,True,14000.0,64,2013,1,2018,5,4.146128035678238,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
228719.0,120.0,False,True,True,True,True,False,True,True,10500.0,92,2010,10,2018,5,4.021189299069938,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
128969.0,100.0,False,True,False,False,False,False,True,False,11100.0,55,2013,10,2018,5,4.045322978786658,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
165120.0,105.0,False,True,False,False,False,True,True,False,9900.0,57,2013,8,2018,5,3.99563519459755,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
181703.0,120.0,True,True,False,False,True,False,True,False,14900.0,50,2014,3,2018,5,4.173186268412274,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
148574.0,120.0,False,False,False,False,False,False,True,False,11400.0,67,2012,10,2018,5,4.056904851336473,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
187277.0,137.0,True,True,False,False,True,True,True,True,14400.0,59,2013,6,2018,5,4.158362492095249,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
186203.0,190.0,True,True,False,False,True,True,True,True,16500.0,60,2013,5,2018,5,4.217483944213907,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
45305.0,100.0,True,True,False,False,True,False,True,True,18900.0,43,2014,10,2018,5,4.276461804173244,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
146393.0,135.0,True,True,True,False,True,True,True,False,16200.0,67,2012,10,2018,5,4.209515014542631,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
173102.0,100.0,True,True,False,False,False,True,True,False,10100.0,55,2013,10,2018,5,4.004321373782642,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
148966.0,135.0,False,True,False,False,False,False,True,True,11800.0,58,2013,7,2018,5,4.071882007306125,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
249417.0,190.0,True,True,False,True,True,False,True,True,12500.0,68,2012,9,2018,5,4.096910013008056,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
162106.0,230.0,True,True,True,True,True,False,True,True,18800.0,72,2012,6,2018,5,4.27415784926368,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
199890.0,135.0,False,True,False,False,True,False,True,True,15600.0,51,2014,2,2018,5,4.193124598354461,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
165322.0,120.0,True,True,False,False,False,False,True,True,13700.0,47,2014,6,2018,5,4.136720567156407,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
147216.0,105.0,False,True,False,False,True,True,True,False,13900.0,63,2013,2,2018,5,4.143014800254095,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
175761.0,135.0,True,True,True,False,False,True,True,True,20300.0,53,2013,12,2018,5,4.307496037913213,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
61306.0,120.0,False,True,True,False,False,False,True,False,8900.0,56,2013,9,2018,5,3.949390006644913,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
92482.0,135.0,False,True,False,True,False,True,True,True,20200.0,46,2014,7,2018,5,4.305351369446623,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
185299.0,190.0,True,True,True,False,True,True,True,True,20200.0,63,2013,2,2018,5,4.305351369446623,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
260531.0,110.0,False,False,False,False,False,False,True,False,2100.0,143,2006,8,2018,5,3.322219294733919,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
237366.0,135.0,False,True,False,False,False,False,True,True,12500.0,76,2012,2,2018,5,4.096910013008056,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
153033.0,105.0,False,True,False,False,True,False,True,True,5400.0,42,2014,11,2018,5,3.7323937598229686,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
136442.0,105.0,False,True,False,False,False,False,True,True,12600.0,51,2014,2,2018,5,4.1003705451175625,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
155283.0,135.0,True,True,False,False,True,False,True,True,14400.0,63,2013,2,2018,5,4.158362492095249,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
86410.0,120.0,True,True,True,False,True,False,True,True,15700.0,83,2011,7,2018,5,4.195899652409234,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
198436.0,100.0,False,True,False,False,True,False,True,False,9400.0,62,2013,3,2018,5,3.9731278535996988,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
183498.0,85.0,True,True,False,False,False,False,True,True,10700.0,62,2013,3,2018,5,4.02938377768521,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
237786.0,150.0,True,True,False,False,True,False,True,True,11400.0,82,2011,8,2018,5,4.056904851336473,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
162042.0,135.0,True,True,True,True,True,True,True,False,10700.0,83,2011,7,2018,5,4.02938377768521,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
125242.0,160.0,False,True,False,True,True,False,True,True,22100.0,62,2013,3,2018,5,4.344392273685111,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
190015.0,105.0,True,True,False,False,True,False,True,True,16500.0,51,2014,2,2018,5,4.217483944213907,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
168216.0,85.0,False,False,False,False,True,True,True,False,11100.0,43,2014,10,2018,5,4.045322978786658,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
115366.0,135.0,False,True,False,True,False,False,True,True,14300.0,59,2013,6,2018,5,4.155336037465061,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
179857.0,230.0,True,True,False,True,True,True,True,True,28400.0,34,2015,7,2018,5,4.453318340047038,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
156904.0,190.0,True,True,True,False,True,True,True,True,22000.0,53,2013,12,2018,5,4.342422680822207,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
165561.0,120.0,False,True,False,False,True,True,True,True,13700.0,50,2014,3,2018,5,4.136720567156407,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
148559.0,137.0,True,True,False,False,True,False,True,True,13400.0,71,2012,7,2018,5,4.127104798364807,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
180690.0,85.0,False,True,False,False,True,True,True,True,11500.0,40,2015,5,2018,9,4.060697840353612,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
153854.0,135.0,False,True,False,False,True,True,True,True,15100.0,53,2013,12,2018,5,4.17897694729317,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
50522.0,120.0,True,False,False,False,True,False,True,True,23000.0,40,2015,1,2018,5,4.361727836017593,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
293508.0,110.0,True,True,False,False,True,True,True,False,3000.0,171,2004,4,2018,5,3.4771212547196626,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
137401.0,135.0,False,True,False,False,False,False,True,True,12900.0,50,2014,3,2018,5,4.110589710299249,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
148479.0,160.0,False,True,False,False,False,True,True,True,17100.0,50,2014,3,2018,5,4.232996110392154,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
155292.0,105.0,False,True,False,False,False,False,True,True,11600.0,54,2013,11,2018,5,4.064457989226918,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
159693.0,100.0,True,True,False,False,False,False,True,False,5100.0,129,2007,9,2018,5,3.7075701760979363,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
22871.0,80.0,True,False,False,False,False,False,True,False,13600.0,35,2015,6,2018,5,4.133538908370218,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
70495.0,85.0,False,True,False,False,False,False,True,False,14200.0,66,2012,11,2018,5,4.152288344383057,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
104424.0,100.0,True,True,False,False,False,False,True,False,12000.0,59,2013,6,2018,5,4.079181246047625,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
55722.0,105.0,True,True,False,False,False,False,True,False,17400.0,50,2014,3,2018,5,4.2405492482825995,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
